checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
< 0 DM,42,Delay in Payment in past,Radio/TV,4370,<100,4 to 7,3,Male (Single),none,2,Society Saving/ Life Insurance,26,Bank,Own,2,SkilledEmployee/Official,2,Yes,Yes,Bad
< 0 DM,18,Existing Credits Paid Back,Education,750,<100,unemployed,4,Female (Div/Sep/Married),none,1,Real Estate,27,none,Own,1,UnEmp - NR,1,None,Yes,Bad
0 - 20 DM,15,Existing Credits Paid Back,Repairs,1308,<100,>=7,4,Male (Single),none,4,car or other,38,none,Own,2,Unskilled Resident,1,None,Yes,Good
No Checking Account,15,Existing Credits Paid Back,Education,4623,100 - 500,1 to 4,3,Male (Single),none,2,Society Saving/ Life Insurance,40,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1851,<100,4 to 7,4,Male (Married/Widowed),guarantor,2,car or other,33,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1880,<100,4 to 7,4,Male (Married/Widowed),none,1,Society Saving/ Life Insurance,32,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,36,Delay in Payment in past,Business,7980,Unknown/ No Saving Ac,<1,4,Male (Single),none,4,car or other,27,none,Rent,2,SkilledEmployee/Official,1,Yes,Yes,Bad
< 0 DM,30,No Credits taken/ All Credits Paid,Furniture/Equipment,4583,<100,1 to 4,2,Male (Div/Sep/Married),guarantor,2,Real Estate,32,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,Existing Credits Paid Back,New Car,1386,500 - 1000,1 to 4,2,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,26,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
>= 200 DM,24,Existing Credits Paid Back,New Car,947,<100,4 to 7,4,Male (Single),none,3,Unknown/ No property,38,Bank,For Free,1,SkilledEmployee/Official,2,None,Yes,Bad
< 0 DM,12,Existing Credits Paid Back,Education,684,<100,1 to 4,4,Male (Single),none,4,car or other,40,none,Rent,1,Unskilled Resident,2,None,Yes,Bad
< 0 DM,48,Existing Credits Paid Back,Education,7476,<100,4 to 7,4,Male (Single),none,1,Unknown/ No property,50,none,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Furniture/Equipment,1922,<100,1 to 4,4,Male (Single),none,2,Society Saving/ Life Insurance,37,none,Own,1,Unskilled Resident,1,None,Yes,Bad
< 0 DM,24,Existing Credits Paid Back,New Car,2303,<100,>=7,4,Male (Single),co-applicant,1,Real Estate,45,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,36,Delay in Payment in past,New Car,8086,100 - 500,>=7,2,Male (Single),none,4,car or other,42,none,Own,4,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Used Car,2346,<100,4 to 7,4,Male (Single),none,3,car or other,35,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,14,Existing Credits Paid Back,New Car,3973,<100,unemployed,1,Male (Single),none,4,Unknown/ No property,22,none,For Free,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,New Car,888,<100,>=7,4,Male (Single),none,4,car or other,41,Bank,Own,1,Unskilled Resident,2,None,Yes,Bad
No Checking Account,48,Existing Credits Paid Back,Radio/TV,10222,Unknown/ No Saving Ac,4 to 7,4,Male (Single),none,3,car or other,37,Stores,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,30,No Credits taken/ All Credits Paid,Business,4221,<100,1 to 4,2,Female (Div/Sep/Married),none,1,car or other,28,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,18,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,6361,<100,>=7,2,Male (Single),none,1,Unknown/ No property,41,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
>= 200 DM,12,Existing Credits Paid Back,Radio/TV,1297,<100,1 to 4,3,Male (Married/Widowed),none,4,Real Estate,23,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,12,Existing Credits Paid Back,New Car,900,Unknown/ No Saving Ac,1 to 4,4,Male (Married/Widowed),none,2,car or other,23,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,21,Existing Credits Paid Back,Furniture/Equipment,2241,<100,>=7,4,Male (Single),none,2,Real Estate,50,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,6,Delay in Payment in past,Furniture/Equipment,1050,<100,unemployed,4,Male (Single),none,1,Society Saving/ Life Insurance,35,Stores,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
>= 200 DM,6,Critical Account/Other Credit Existing(Not this bank),Education,1047,<100,1 to 4,2,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,50,none,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),others,6314,<100,unemployed,4,Male (Single),co-applicant,2,Unknown/ No property,27,Bank,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
0 - 20 DM,30,All Credits Paid (this bank),Furniture/Equipment,3496,>=1000,1 to 4,4,Male (Single),none,2,car or other,34,Stores,Own,1,SkilledEmployee/Official,2,Yes,Yes,Good
No Checking Account,48,All Credits Paid (this bank),Business,3609,<100,1 to 4,1,Female (Div/Sep/Married),none,1,Real Estate,27,Stores,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,12,Critical Account/Other Credit Existing(Not this bank),New Car,4843,<100,>=7,3,Male (Single),co-applicant,4,Society Saving/ Life Insurance,43,none,Rent,2,SkilledEmployee/Official,1,Yes,Yes,Bad
>= 200 DM,30,Critical Account/Other Credit Existing(Not this bank),Radio/TV,3017,<100,>=7,4,Male (Single),none,4,Society Saving/ Life Insurance,47,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Business,4139,100 - 500,1 to 4,3,Male (Single),none,3,Society Saving/ Life Insurance,27,none,Own,2,Unskilled Resident,1,Yes,Yes,Good
No Checking Account,36,Existing Credits Paid Back,Business,5742,100 - 500,4 to 7,2,Male (Single),none,2,car or other,31,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,60,Existing Credits Paid Back,New Car,10366,<100,>=7,2,Male (Single),none,4,Society Saving/ Life Insurance,42,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,6,Critical Account/Other Credit Existing(Not this bank),New Car,2080,500 - 1000,1 to 4,1,Male (Married/Widowed),none,2,car or other,24,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,21,Delay in Payment in past,Business,2580,500 - 1000,<1,4,Male (Single),none,2,Real Estate,41,Bank,Own,1,Unskilled Resident,2,None,Yes,Bad
No Checking Account,30,Critical Account/Other Credit Existing(Not this bank),Radio/TV,4530,<100,4 to 7,4,Female (Div/Sep/Married),none,4,car or other,26,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,5150,<100,>=7,4,Male (Single),none,4,car or other,33,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,72,Existing Credits Paid Back,Radio/TV,5595,100 - 500,1 to 4,2,Male (Married/Widowed),none,2,car or other,24,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
< 0 DM,24,Existing Credits Paid Back,Radio/TV,2384,<100,>=7,4,Male (Single),none,4,Real Estate,64,Bank,Rent,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,18,Existing Credits Paid Back,Radio/TV,1453,<100,<1,3,Female (Div/Sep/Married),none,1,Real Estate,26,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,6,Existing Credits Paid Back,Education,1538,<100,<1,1,Female (Div/Sep/Married),none,2,Unknown/ No property,56,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Radio/TV,2279,Unknown/ No Saving Ac,1 to 4,4,Male (Single),none,4,Unknown/ No property,37,none,For Free,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,15,Delay in Payment in past,Radio/TV,1478,<100,1 to 4,4,Male (Married/Widowed),none,3,Real Estate,33,Bank,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Radio/TV,5103,<100,<1,3,Male (Married/Widowed),none,3,Unknown/ No property,47,none,For Free,3,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,36,Delay in Payment in past,Business,9857,100 - 500,4 to 7,1,Male (Single),none,3,Society Saving/ Life Insurance,31,none,Own,2,Unskilled Resident,2,Yes,Yes,Good
No Checking Account,60,Existing Credits Paid Back,New Car,6527,Unknown/ No Saving Ac,1 to 4,4,Male (Single),none,4,Unknown/ No property,34,none,For Free,1,SkilledEmployee/Official,2,Yes,Yes,Good
>= 200 DM,10,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1347,Unknown/ No Saving Ac,4 to 7,4,Male (Single),none,2,Society Saving/ Life Insurance,27,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,36,Delay in Payment in past,New Car,2862,100 - 500,>=7,4,Male (Single),none,3,Unknown/ No property,30,none,For Free,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,9,Existing Credits Paid Back,Radio/TV,2753,100 - 500,>=7,3,Male (Single),co-applicant,4,car or other,35,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,New Car,3651,>=1000,1 to 4,1,Male (Single),none,3,Society Saving/ Life Insurance,31,none,Own,1,SkilledEmployee/Official,2,None,Yes,Good
< 0 DM,15,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,975,<100,1 to 4,2,Male (Div/Sep/Married),none,3,Society Saving/ Life Insurance,25,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,15,Existing Credits Paid Back,Repairs,2631,100 - 500,1 to 4,3,Female (Div/Sep/Married),none,2,Real Estate,25,none,Own,1,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,24,Existing Credits Paid Back,Radio/TV,2896,100 - 500,<1,2,Male (Single),none,1,car or other,29,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,6,Critical Account/Other Credit Existing(Not this bank),New Car,4716,Unknown/ No Saving Ac,<1,1,Male (Single),none,3,Real Estate,44,none,Own,2,Unskilled Resident,2,None,Yes,Good
No Checking Account,24,Existing Credits Paid Back,Radio/TV,2284,<100,4 to 7,4,Male (Single),none,2,car or other,28,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,6,Existing Credits Paid Back,Used Car,1236,500 - 1000,1 to 4,2,Male (Single),none,4,Society Saving/ Life Insurance,50,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Radio/TV,1103,<100,4 to 7,4,Male (Single),guarantor,3,Real Estate,29,none,Own,2,SkilledEmployee/Official,1,None,No,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),New Car,926,<100,unemployed,1,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,38,none,Own,1,UnEmp - NR,1,None,Yes,Good
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1800,<100,1 to 4,4,Male (Single),none,2,car or other,24,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
>= 200 DM,15,Existing Credits Paid Back,Education,1905,<100,>=7,4,Male (Single),none,4,car or other,40,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Furniture/Equipment,1123,500 - 1000,1 to 4,4,Female (Div/Sep/Married),none,4,car or other,29,none,Rent,1,Unskilled Resident,1,None,Yes,Bad
< 0 DM,48,Critical Account/Other Credit Existing(Not this bank),Used Car,6331,<100,>=7,4,Male (Single),none,4,Unknown/ No property,46,none,For Free,2,SkilledEmployee/Official,1,Yes,Yes,Bad
>= 200 DM,24,Existing Credits Paid Back,Radio/TV,1377,100 - 500,>=7,4,Female (Div/Sep/Married),none,2,Unknown/ No property,47,none,For Free,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,30,Delay in Payment in past,Business,2503,100 - 500,>=7,4,Male (Single),none,2,Society Saving/ Life Insurance,41,Stores,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,27,Existing Credits Paid Back,Business,2528,<100,<1,4,Female (Div/Sep/Married),none,1,Society Saving/ Life Insurance,32,none,Own,1,SkilledEmployee/Official,2,Yes,Yes,Good
No Checking Account,15,Existing Credits Paid Back,New Car,5324,500 - 1000,>=7,1,Female (Div/Sep/Married),none,4,Unknown/ No property,35,none,For Free,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,48,Existing Credits Paid Back,New Car,6560,100 - 500,4 to 7,3,Male (Single),none,2,Society Saving/ Life Insurance,24,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,12,No Credits taken/ All Credits Paid,Furniture/Equipment,2969,<100,<1,4,Female (Div/Sep/Married),none,3,Society Saving/ Life Insurance,25,none,Rent,2,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,9,Existing Credits Paid Back,Radio/TV,1206,<100,>=7,4,Female (Div/Sep/Married),none,4,Real Estate,25,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,9,Existing Credits Paid Back,Radio/TV,2118,<100,1 to 4,2,Male (Single),none,2,Real Estate,37,none,Own,1,Unskilled Resident,2,None,Yes,Good
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,629,500 - 1000,>=7,4,Male (Single),none,3,Society Saving/ Life Insurance,32,Bank,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,6,All Credits Paid (this bank),Education,1198,<100,>=7,4,Female (Div/Sep/Married),none,4,Unknown/ No property,35,none,For Free,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,21,Existing Credits Paid Back,Used Car,2476,Unknown/ No Saving Ac,>=7,4,Male (Single),none,4,Real Estate,46,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,9,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1138,<100,1 to 4,4,Male (Single),none,4,Real Estate,25,none,Own,2,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,60,Existing Credits Paid Back,New Car,14027,<100,4 to 7,4,Male (Single),none,2,Unknown/ No property,27,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,30,Critical Account/Other Credit Existing(Not this bank),Used Car,7596,Unknown/ No Saving Ac,>=7,1,Male (Single),none,4,car or other,63,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,30,Critical Account/Other Credit Existing(Not this bank),Radio/TV,3077,Unknown/ No Saving Ac,>=7,3,Male (Single),none,2,car or other,40,none,Own,2,SkilledEmployee/Official,2,Yes,Yes,Good
No Checking Account,18,Existing Credits Paid Back,Radio/TV,1505,<100,1 to 4,4,Male (Single),none,2,Unknown/ No property,32,none,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
>= 200 DM,24,Critical Account/Other Credit Existing(Not this bank),Radio/TV,3148,Unknown/ No Saving Ac,1 to 4,3,Male (Single),none,2,car or other,31,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,20,No Credits taken/ All Credits Paid,Used Car,6148,100 - 500,>=7,3,Male (Married/Widowed),none,4,car or other,31,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
>= 200 DM,9,No Credits taken/ All Credits Paid,Radio/TV,1337,<100,<1,4,Male (Single),none,2,car or other,34,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
0 - 20 DM,6,All Credits Paid (this bank),Education,433,>=1000,<1,4,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,24,Bank,Rent,1,SkilledEmployee/Official,2,None,Yes,Bad
< 0 DM,12,Existing Credits Paid Back,New Car,1228,<100,1 to 4,4,Female (Div/Sep/Married),none,2,Real Estate,24,none,Own,1,Unskilled Resident,1,None,Yes,Bad
0 - 20 DM,9,Existing Credits Paid Back,Radio/TV,790,500 - 1000,1 to 4,4,Female (Div/Sep/Married),none,3,Real Estate,66,none,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,27,Existing Credits Paid Back,New Car,2570,<100,1 to 4,3,Female (Div/Sep/Married),none,3,Real Estate,21,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,6,Critical Account/Other Credit Existing(Not this bank),New Car,250,>=1000,1 to 4,2,Female (Div/Sep/Married),none,2,Real Estate,41,Bank,Own,2,Unskilled Resident,1,None,Yes,Good
No Checking Account,15,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1316,500 - 1000,1 to 4,2,Male (Married/Widowed),none,2,Society Saving/ Life Insurance,47,none,Own,2,Unskilled Resident,1,None,Yes,Good
< 0 DM,18,Existing Credits Paid Back,Radio/TV,1882,<100,1 to 4,4,Female (Div/Sep/Married),none,4,car or other,25,Bank,Rent,2,SkilledEmployee/Official,1,None,Yes,Bad
0 - 20 DM,48,All Credits Paid (this bank),Business,6416,<100,>=7,4,Female (Div/Sep/Married),none,3,Unknown/ No property,59,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
>= 200 DM,24,Critical Account/Other Credit Existing(Not this bank),Business,1275,>=1000,1 to 4,2,Male (Div/Sep/Married),none,4,Real Estate,36,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,24,Delay in Payment in past,Radio/TV,6403,<100,<1,1,Male (Single),none,2,car or other,33,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,24,Existing Credits Paid Back,Radio/TV,1987,<100,1 to 4,2,Male (Single),none,4,Real Estate,21,none,Rent,1,Unskilled Resident,2,None,Yes,Bad
0 - 20 DM,8,Existing Credits Paid Back,Radio/TV,760,<100,4 to 7,4,Female (Div/Sep/Married),guarantor,2,Real Estate,44,none,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,24,Existing Credits Paid Back,Used Car,2603,>=1000,1 to 4,2,Female (Div/Sep/Married),none,4,car or other,28,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,4,Critical Account/Other Credit Existing(Not this bank),New Car,3380,<100,4 to 7,1,Female (Div/Sep/Married),none,1,Real Estate,37,none,Own,1,SkilledEmployee/Official,2,None,Yes,Good
0 - 20 DM,36,All Credits Paid (this bank),Domestic Appliances,3990,Unknown/ No Saving Ac,<1,3,Female (Div/Sep/Married),none,2,Unknown/ No property,29,Bank,Own,1,UnEmp - NR,1,None,Yes,Good
0 - 20 DM,24,Existing Credits Paid Back,Used Car,11560,<100,1 to 4,1,Female (Div/Sep/Married),none,4,car or other,23,none,Rent,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Bad
< 0 DM,18,Existing Credits Paid Back,New Car,4380,100 - 500,1 to 4,3,Male (Single),none,4,car or other,35,none,Own,1,Unskilled Resident,2,Yes,Yes,Good
No Checking Account,6,Critical Account/Other Credit Existing(Not this bank),New Car,6761,<100,4 to 7,1,Male (Single),none,3,Unknown/ No property,45,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
0 - 20 DM,30,No Credits taken/ All Credits Paid,Business,4280,100 - 500,1 to 4,4,Female (Div/Sep/Married),none,4,car or other,26,none,Rent,2,Unskilled Resident,1,None,Yes,Bad
< 0 DM,24,All Credits Paid (this bank),New Car,2325,100 - 500,4 to 7,2,Male (Single),none,3,car or other,32,Bank,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,10,All Credits Paid (this bank),Radio/TV,1048,<100,1 to 4,4,Male (Single),none,4,Real Estate,23,Stores,Own,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,21,Existing Credits Paid Back,Radio/TV,3160,Unknown/ No Saving Ac,>=7,4,Male (Single),none,3,Society Saving/ Life Insurance,41,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,24,All Credits Paid (this bank),Furniture/Equipment,2483,500 - 1000,1 to 4,4,Male (Single),none,4,Real Estate,22,Stores,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,39,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,14179,Unknown/ No Saving Ac,4 to 7,4,Male (Single),none,4,Society Saving/ Life Insurance,30,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,13,Critical Account/Other Credit Existing(Not this bank),Business,1797,<100,<1,3,Male (Single),none,1,Society Saving/ Life Insurance,28,Bank,Own,2,Unskilled Resident,1,None,Yes,Good
< 0 DM,15,Existing Credits Paid Back,New Car,2511,<100,unemployed,1,Female (Div/Sep/Married),none,4,car or other,23,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,12,Existing Credits Paid Back,New Car,1274,<100,<1,3,Female (Div/Sep/Married),none,1,Real Estate,37,none,Own,1,Unskilled Resident,1,None,Yes,Bad
No Checking Account,21,Existing Credits Paid Back,Used Car,5248,Unknown/ No Saving Ac,1 to 4,1,Male (Single),none,3,car or other,26,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
